영화명,감독,제작국가,개봉일,장르,누적관객수,누적매출액
몬스터 아카데미,레오폴도 아귈라,기타,2022-04-27,판타지,,
달빛 그림자,에드문드 여,일본,2022-04-27,드라마,,
열대왕사,샤이페이 웬,중국,2022-04-21,범죄,,
팔마,알렉산드리아 도모가로프에,러시아,2022-04-21,드라마,,
청킹맨션,,홍콩,2022-04-21,액션,,
"다녀와요, 다녀왔습니다","손인영, 윤재원",한국,2022-04-21,공연,,
세븐틴 파워 오브 러브 : 더 무비,오윤동,한국,2022-04-20,공연,41513.0,830004000.0
로스트 시티,,미국,2022-04-20,액션,101714.0,946601780.0
가무악칠채,"손인영, 이재화",한국,2022-03-17,공연,,
메모리: 조작살인,김현우,한국,2021-12-29,미스터리,,
아이돌레시피,이호성,한국,2022-03-17,코미디,,
하빗,,미국,2022-04-14,기타,,
웨이트: 감각에 눈뜰 때,아쿠 로히미스,핀란드,2022-04-14,드라마,,
그리스도 디 오리진,,기타,2022-04-14,드라마,,
행복을 전하는 편지,스베틀라나 수하노바,러시아,2022-04-13,드라마,,
파일럿: 배틀 포 서바이벌,레나트 다블레티아로프,러시아,2022-04-13,전쟁,,
신비한 동물들과 덤블도어의 비밀,데이빗 예이츠,미국,2022-04-13,어드벤처,1191660.0,12276312180.0
테이블 매너,박장운,한국,2022-03-15,드라마,,
천국에서 무덤까지,,영국,2022-04-07,범죄,,
어라이즈,,호주,2022-04-07,미스터리,,
약속의 네버랜드,히라카와 유이치로,일본,2022-04-07,판타지,,
아메리칸 저스티스,,미국,2022-04-07,액션,,
수퍼 소닉2,제프 파울러,미국,2022-04-06,애니메이션,305042.0,2775496690.0
앰뷸런스,마이클 베이,미국,2022-04-06,액션,108297.0,1093011040.0
모비우스,다니엘 에스피노사,미국,2022-03-30,액션,470699.0,4638346390.0
신데렐라,,미국,2022-04-05,공연,,
혼자 사는 사람들,홍성은,한국,2021-05-19,드라마,,
스펜서,파블로 라라인,영국,2022-03-16,드라마,75504.0,721227930.0
사랑 후의 두 여자,,영국,2022-03-30,드라마,,
마지막 대전투: 전장의 영웅들,아리 톱,미국,2022-03-23,전쟁,,
우주에서 가장 밝은 지붕,후지이 미치히토,일본,2022-03-17,판타지,,
이스케이프 룸: 공포의 퍼즐,리즈 고든,미국,2022-03-16,공포(호러),,
죽음의 서약,스콧 제프리,영국,2022-03-15,공포(호러),,
인베이젼 2022,,중국,2022-03-09,액션,,
성적유희의 극한적 경험,,독일,2022-03-16,드라마,,
더 컨테이젼: 바이러스의 습격,,중국,2022-03-30,드라마,,
FBI 데스트랩,,미국,2022-03-30,스릴러,,
웨이크 업,,미국,2022-03-03,스릴러,,
극장판 시그널,하시모토 하지메,일본,2022-03-31,드라마,4258.0,29195800.0
곡녀,정인철,한국,2022-03-31,드라마,,
드라이,로버트 코놀리,호주,2022-03-30,미스터리,,
킹 리차드,레이날도 마르쿠스 그린,미국,2022-03-24,가족,4917.0,49771400.0
뱅드림! 팝핀' 드림!,카키모토 코다이,일본,2022-03-24,애니메이션,4965.0,49157970.0
7인의 악인전,,중국,2022-03-24,액션,,
축복의 집,박희권,한국,2022-02-24,가족,,
전투왕,이상호,한국,2022-02-17,다큐멘터리,,
브릭스턴 테일,,영국,2022-03-22,드라마,,
레벤느망,오드리 디완,프랑스,2022-03-10,드라마,,
그 남자는 타이타닉을 보고 싶지 않았다,,핀란드,2022-03-10,드라마,,
세버그,,미국,2021-11-04,드라마,6058.0,59920840.0
프렌치 디스패치,웨스 앤더슨,미국,2021-11-18,코미디,62506.0,678944080.0
미인,홍태선,한국,2022-02-24,다큐멘터리,,
존경하고 사랑하는 국민여러분,김진홍,한국,2022-01-27,다큐멘터리,,
킹메이커,변성현,한국,2022-01-26,드라마,775294.0,7332292780.0
나이트 레이더스,다니스 고렛,뉴질랜드,2022-03-03,스릴러,,
캐슬 폴스: 머니 게임,돌프 룬드그렌,미국,2022-03-17,액션,,
나의 촛불,"김의성, 주진우",한국,2022-02-10,다큐멘터리,36204.0,363065470.0
매미소리,이충렬,한국,2022-02-24,드라마,,
하늘의 푸르름을 아는 사람이여,나가이 타츠유키,일본,2022-03-16,애니메이션,7993.0,72168680.0
문폴,롤랜드 에머리히,미국,2022-03-16,액션,190606.0,1936780100.0
도어맨,기타무라 류헤이,미국,2022-03-16,액션,,
리프레쉬,김길영,한국,2022-02-16,드라마,,
늦봄2020,박규현,한국,2022-02-10,다큐멘터리,,
블랙라이트,마크 윌리엄스,미국,2022-03-09,액션,23939.0,220349590.0
나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,나가사키 켄지,일본,2022-03-09,애니메이션,44800.0,434173120.0
극장판 금빛 모자이크 땡큐!!,,일본,2022-03-09,애니메이션,,
최면,최재훈,한국,2021-03-24,공포(호러),50550.0,461073840.0
보드랍게,박문칠,한국,2022-02-23,다큐멘터리,,
대한민국 대통령,배상국,한국,2022-02-17,다큐멘터리,,
인비저블 킬러,저스틴 에드가,영국,2022-03-03,액션,,
데스 밸리,매튜 니나버,캐나다,2022-03-03,액션,,
안테벨룸,"제라드 부시, 크리스토퍼 렌즈",미국,2022-02-23,미스터리,90469.0,861641050.0
우리가 사랑이라고 믿는 것,윌리엄 니콜슨,영국,2022-02-24,드라마,,
미시간 살인사건,,미국,2022-02-21,범죄,,
셰터드,루이스 프리에토,미국,2022-02-24,스릴러,,
에우리디체,,미국,2022-03-01,공연,,
더 배트맨,맷 리브스,미국,2022-03-01,액션,901534.0,9311288610.0
글래머,,영국,2022-02-21,미스터리,,
벌지 탱크 대전투,스티븐 루크,미국,2022-02-16,액션,,
칼의 전쟁,,중국,2022-02-10,액션,,
카잭,존 보니토,미국,2022-02-03,스릴러,,
크리미널 카운트다운,,독일,2022-02-02,스릴러,,
짬뽕비권,박동기,한국,2022-02-02,액션,,
와일드 리벤지: 마지막 한 놈까지,크리스찬 세스마,미국,2022-02-24,액션,,
행성충돌: 지구 최후의 날,,미국,2022-02-24,어드벤처,,
카니발 클럽,,브라질,2022-02-24,공포(호러),,
서바이벌리스트,,미국,2022-02-24,액션,,
밴드스탠드,"로렌조 티오네, 앤디 블랑켄뷸러",미국,2022-02-24,공연,,
광대: 소리꾼,조정래,한국,2022-02-24,사극,,
언차티드,루벤 플레셔,미국,2022-02-16,액션,727533.0,7093031200.0
피그,,미국,2022-02-23,드라마,,
세라비: 다섯 번의 기적,줄리앙 람발디,프랑스,2022-02-23,코미디,,
나이트메어 앨리,기예르모 델 토로,미국,2022-02-23,범죄,38392.0,378519920.0
역으로 가는 길을 알려줘,,일본,2022-02-17,드라마,,
야연2,,중국,2022-02-22,액션,,
코만도,아시프 아크바르,미국,2022-02-22,액션,,
레이징 파이어,진목승,홍콩,2022-01-20,액션,,
임신한 나무와 도깨비,"김동령, 박경태",한국,2022-01-27,드라마,,
극장판 안녕 자두야: 제주도의 비밀,손석우,한국,2022-01-27,애니메이션,101957.0,896295520.0
효자,이훈국,한국,2022-01-27,코미디,,
엔드게임: 나는 킬러다,,홍콩,2022-01-20,액션,,
굿 보스,페르난도 레온 데 아라노아,스페인,2022-02-10,드라마,,
인어가 잠든 집,츠츠미 유키히코,일본,2022-01-28,드라마,,
아웃브레이크 호텔,프란체스코 지아니니,캐나다,2022-02-17,스릴러,,
시크릿 카운터,,일본,2022-02-17,기타,,
스크림,맷 베티넬리-올핀,미국,2022-02-17,공포(호러),,
트로트는 인생이다,투케이,한국,2022-01-27,코미디,,
경관의 피,이규만,한국,2022-01-05,범죄,681379.0,6714012120.0
더 모텔,,영국,2022-01-27,스릴러,,
특수부대 코만도,,기타,2022-01-25,액션,,
투모로우 아포칼립스,존 콘델릭,미국,2022-01-25,어드벤처,,
유혹의 한계,데미언 로메이,미국,2022-01-25,스릴러,,
파이널 싸움의 기술,김희성,한국,2022-01-21,액션,,
샌 안드레스 메가 대지진,H.M. 콕클리,미국,2022-01-19,액션,,
포 언투 어스,,한국,2022-01-09,뮤지컬,,
밀라노 두오모 콘서트,리카르도 샤이,이탈리아,2022-01-07,공연,,
글래디에이터 썬더,안토니오 헤르난데즈,스페인,2022-01-05,액션,,
보리스 고두노프,,미국,2022-01-04,공연,,
가치 캅시다,조승원,한국,2021-10-28,드라마,,
비틀즈 겟 백: 루프탑 콘서트,피터 잭슨,미국,2022-02-11,다큐멘터리,,
해적: 도깨비 깃발,김정훈,한국,2022-01-26,어드벤처,1326713.0,12434447990.0
삼국지 관운장: 청룡언월도,대예림,중국,2022-02-10,액션,,
더 마더,,스페인,2022-02-10,스릴러,,
355,사이먼 킨버그,미국,2022-02-09,액션,30563.0,282405060.0
애니멀 체인지,정량,중국,2022-02-09,애니메이션,,
나일 강의 죽음,케네스 브래너,미국,2022-02-09,범죄,224663.0,2175150080.0
타이거마스크,염정원,한국,2021-12-30,코미디,,
인생게임,양재호,한국,2021-12-30,드라마,,
창극 변강쇠 점 찍고 옹녀,고선웅,한국,2022-02-03,공연,,
비욘드라이브 더 무비 : 엔시티 레조넌스,,한국,2022-01-12,공연,13578.0,203666500.0
파이어 셧 업 인 마이 본즈,,미국,2022-02-01,공연,,
해탄적일천,에드워드 양,대만,2022-01-06,드라마,,
"천년의 노래, 리버스",성유진,한국,2022-01-13,공연,,
블러드써스티,,캐나다,2022-01-27,공포(호러),,
금의위: 초능척살대,,중국,2022-01-12,액션,,
좀비 살아있다,글렌 밀러,미국,2022-01-20,액션,,
이상존재,차진우,한국,2021-12-09,공포(호러),,
총을 들지 않는 사람들: 금기에 도전,김환태,한국,2021-12-09,다큐멘터리,,
여타짜,이지승,한국,2021-12-08,범죄,,
데드락: 라스트 리벤지,자레드 콘,미국,2022-01-28,기타,,
유체이탈자,윤재근,한국,2021-11-24,판타지,809394.0,7888571820.0
원 세컨드,장예모,중국,2022-01-27,드라마,,
미결처리반 Q: 침묵의 암살자,마틴 잔드블리엣,"덴마크,독일,체코",2022-01-27,범죄,,
극장판 천재 추리 탐정 셜록홈즈,,홍콩,2022-01-27,애니메이션,,
소설가 구보의 하루,임현묵,한국,2021-12-09,드라마,,
장민호 드라마 최종회,,한국,2022-01-24,공연,9825.0,185762700.0
시카리오: 나이트 오브 이스케이프,,미국,2022-01-25,액션,,
걸 위드 더 카메라,안희수,한국,2022-01-20,다큐멘터리,,
아담,마리암 투자니,"모로코,프랑스,벨기에",2021-08-25,드라마,,
프리! 더 파이널 스트로크 전편,카와나미 에이사쿠,일본,2022-01-20,애니메이션,,
신들의 분노,레흐 마예브스키,폴란드,2022-01-20,액션,,
스피드 : 레이스 1,,대만,2022-01-20,액션,,
미스터 앤 미세스 아델만,니콜라스 베도스,프랑스,2022-01-20,코미디,,
대무사,,중국,2022-01-20,액션,,
우리는 이별에 서툴러서,"이현지, 이건욱, 박동기, 민병채",한국,2021-12-11,드라마,,
꽃손,권순중,한국,2021-12-02,드라마,,
아이 스틸 빌리브,"앤드류 어윈, 존 어윈",미국,2022-01-19,드라마,,
레지던트 이블: 라쿤시티,요하네스 로버츠,미국,2022-01-19,액션,19983.0,182258670.0
도쿄 리벤저스,하나부사 츠토무,일본,2022-01-19,드라마,,
기우제,권하,한국,2021-12-02,드라마,,
탈명검: 풍운재기,,중국,2022-01-18,액션,,
워 서바이버,앤드류 길버트,미국,2022-01-18,액션,,
신데렐라 2: 마법에 걸린 왕자,앨리스 블레하트,미국,2021-12-22,애니메이션,35749.0,314841420.0
프랑스,브루노 뒤몽,프랑스,2022-01-13,드라마,,
수호무적,,중국,2022-01-13,액션,,
비올레타,에바 이오네스코,프랑스,2022-01-13,드라마,,
바이올렛 에버가든 오케스트라 콘서트 2021,,일본,2022-01-13,공연,,
웨스트 사이드 스토리,스티븐 스필버그,미국,2022-01-12,드라마,107683.0,1105324820.0
클리포드 더 빅 레드 독,월트 벡커,미국,2022-01-12,어드벤처,20065.0,181509010.0
하우스 오브 구찌,리들리 스콧,미국,2022-01-12,범죄,134546.0,1333572060.0
걸즈 앤 판처 최종장 제3화,미즈시마 츠토무,일본,2022-01-12,애니메이션,,
긴 하루,조성규,한국,2021-12-30,드라마,,
장 미쉘 바스키아: 더 레이디언트 차일드,탐라 데이비스,미국,2020-12-09,다큐멘터리,,
마네킹,김문옥,한국,2021-07-13,공포(호러),,
라라와 크리스마스 요정,,노르웨이,2021-12-15,애니메이션,,
원샷,제임스 넌,영국,2022-01-10,액션,6432.0,6601000.0
사울 레이터: 인 노 그레이트 허리,,헝가리,2021-12-29,다큐멘터리,,
"사비나: 그리스도를 위한 고난, 나치 시대",존 그루터스,미국,2021-11-25,드라마,,
왼팔의복서 닉,,미국,2021-12-09,드라마,,
라임크라임,"이승환, 유재욱",한국,2021-11-25,드라마,,
갱경떡삥이,진명,한국,2021-12-27,드라마,,
킬러 하이드,달라스 버지스,미국,2022-01-06,액션,,
피드백,,스페인,2022-01-05,공포(호러),,
씽2게더,가스 제닝스,미국,2022-01-05,애니메이션,867308.0,8031144820.0
액션히어로,이진호,한국,2021-07-21,액션,,
세자매,이승원,한국,2021-01-27,드라마,77288.0,655855300.0
내가 죽던 날,박지완,한국,2020-11-12,드라마,228032.0,2093922620.0
도굴,박정배,한국,2020-11-04,범죄,1543277.0,13943212850.0
아워 미드나잇,임정은,한국,2021-11-11,드라마,,
어르신의 성보조제: 죽지 않는 성기,,일본,2021-12-31,드라마,,
천기검,,중국,2021-12-29,어드벤처,,
신조영웅,,홍콩,2021-12-29,판타지,,
피어: 마지막 생존자,"제프 레이즈너, 제이슨 토비아스",미국,2021-12-31,액션,,
돈 룩 업,아담 맥케이,미국,2021-12-08,코미디,68375.0,668069180.0
잘 빨고 헹구는 가정부 아줌마,,일본,2021-12-06,드라마,,
밥도 몸도 잘주는 옆집 유부녀,,일본,2021-12-06,드라마,,
사운드 오브 서울,스티븐 두트,한국,2021-12-29,다큐멘터리,,
필로포비아,,영국,2021-12-30,코미디,,
숏버스 배우행,"이건휘, 김내리, 황지현, 서태범, 황재필, 김효준",한국,2021-12-30,드라마,,
어느 하루,박혜연,한국,2021-05-02,판타지,,
리틀 뱀파이어,조안 스파,프랑스,2021-12-29,애니메이션,,
램,발디마르 요한손,기타,2021-12-29,공포(호러),13654.0,125564840.0
신조무림,,홍콩,2021-12-27,판타지,,
오단기어 박는 불륜녀,,일본,2021-12-24,드라마,,
그레이트 샤크2,자레드 콘,미국,2021-12-23,액션,,
화끈한 며느리,이로운,한국,2021-12-21,드라마,,
기문둔갑: 괴소소녀,,홍콩,2021-12-20,판타지,,
불륜 성욕 폭발: 헝크러진 욕정,,일본,2021-12-17,드라마,,
더 매치: 1944,,기타,2021-12-17,드라마,,
무림철검,,홍콩,2021-12-14,기타,,
2솔져스: 배틀필드,,이스라엘,2021-12-13,액션,,
무림팔선,,중국,2021-12-13,판타지,,
라자루스,R.L. 스콧,미국,2021-12-13,액션,,
엄마몰래 여대생 숙성과외,미시마 로쿠사부로,일본,2021-12-10,드라마,,
섹스 봉사단: 육욕의 가정부,,일본,2021-12-03,드라마,,
커밍 홈 인 더 다크,,뉴질랜드,2021-12-02,공포(호러),,
데스 파이터 : 죽음의 매치,,영국,2021-12-02,액션,,
극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,카와노 아야코,일본,2021-12-09,애니메이션,29849.0,322398600.0
악인은 너무 많다 2 - 제주 실종사건의 전말,김회근,한국,2021-11-11,스릴러,,
로또쉐어,소재익,한국,2021-11-24,스릴러,,
숏버스 감독행,"최진영, 현승휘, 서정미, 김건휘, 이상빈",한국,2021-11-25,드라마,,
핫 블러드,신재명,한국,2021-11-25,액션,,
킹스맨: 퍼스트 에이전트,매튜 본,미국,2021-12-22,액션,1023394.0,10272238070.0
참을 수 없는 형수의 맛,,일본,2021-12-21,드라마,,
물오른 폭유 음란 제수씨,,일본,2021-12-21,드라마,,
매트릭스: 리저렉션,라나 워쇼스키,미국,2021-12-22,액션,208540.0,2090696680.0
노트르담,발레리 돈젤리,프랑스,2021-12-22,드라마,,
피부를 판 남자,,기타,2021-12-16,드라마,,
마이 뉴욕 다이어리,필리프 팔라도,캐나다,2021-12-09,드라마,,
티탄,줄리아 듀코나우,프랑스,2021-12-09,드라마,,
스파이 캣,"크리스토프 라우엔슈타인, 울프강 라우엔슈타인",독일,2021-12-09,애니메이션,,
베네데타,폴 버호벤,프랑스,2021-12-01,드라마,,
싸반,소폰 사크다피싯,태국,2021-11-11,공포(호러),,
미켈란젤로,,이탈리아,2021-09-29,드라마,,
보조바퀴,이주예,한국,2021-11-25,드라마,,
런 보이 런,오원재,한국,2020-05-28,드라마,,
걸즈 앤 판처 최종장 제1화,미즈시마 츠토무,일본,2020-01-08,애니메이션,,
끝없음에 관하여,로이 안데르손,기타,2021-12-16,기타,,
